2026-03-03 05:55:43,812 | leadparser.main      | INFO     | LeadParser started | log: logs\leadparser_20260303_055543.log
2026-03-03 05:55:47,499 | leadparser.supabase  | INFO     | Supabase client initialised
2026-03-03 05:59:35,807 | leadparser.main      | INFO     |   -> 20 raw leads for 'Auto Detailing'; running total: 20
2026-03-03 05:59:37,333 | scrapers.supplementary | INFO     | Enriching 0 leads missing phone numbers (out of 20 total)
2026-03-03 05:59:37,333 | leadparser.main      | INFO     | Filters applied: 20 raw -> 20 passed
2026-03-03 05:59:39,454 | httpx                | INFO     | HTTP Request: POST https://dcmtvygvzfuurdulqvzx.supabase.co/rest/v1/leads?on_conflict=dedup_key&columns=%22niche%22%2C%22pitch_notes%22%2C%22phone%22%2C%22additional_notes%22%2C%22dedup_key%22%2C%22website%22%2C%22review_count%22%2C%22name%22%2C%22facebook%22%2C%22date_added%22%2C%22lead_score%22%2C%22city%22%2C%22gmb_link%22%2C%22zip_code%22%2C%22rating%22%2C%22hours%22%2C%22instagram%22%2C%22data_source%22%2C%22state%22%2C%22address%22%2C%22secondary_phone%22 "HTTP/2 201 Created"
2026-03-03 05:59:39,459 | leadparser.supabase  | INFO     | Chunk 1: 20 new, 0 dupes
2026-03-03 05:59:39,460 | leadparser.main      | INFO     | Supabase insert: 20 new, 0 dupes, 0 errors
2026-03-03 05:59:39,578 | httpx                | INFO     | HTTP Request: GET https://dcmtvygvzfuurdulqvzx.supabase.co/rest/v1/leads?select=%2A&lead_score=gte.0&order=lead_score.desc "HTTP/2 200 OK"
2026-03-03 05:59:39,583 | leadparser.main      | INFO     | CSV export: 24 leads -> data\leads_20260303_055939.csv
2026-03-03 05:59:39,583 | leadparser.supabase  | INFO     | Session complete | stats: {'niches': 1, 'raw_total': 20, 'total': 20, 'new': 20, 'duplicates': 0, 'errors': 0, 'csv_path': 'data\\leads_20260303_055939.csv'}
2026-03-03 05:59:39,583 | leadparser.main      | INFO     | Total runtime: 236s
2026-03-03 05:59:39,584 | uc                   | INFO     | ensuring close
