2026-03-03 05:55:43,812 | leadparser.main      | INFO     | LeadParser started | log: logs\leadparser_20260303_055543.log
2026-03-03 05:55:47,499 | leadparser.supabase  | INFO     | Supabase client initialised
2026-03-03 05:55:47,500 | leadparser.supabase  | INFO     | Session 20260303_055547 | niches: ['Auto Detailing'] | city: Vancouver
2026-03-03 05:55:47,500 | leadparser.main      | INFO     | Session #20260303_055547 | 1 niche(s) | location: Vancouver, British Columbia | target: 20 filtered leads
2026-03-03 05:55:59,118 | uc                   | INFO     | setting properties for headless
2026-03-03 05:55:59,130 | GoogleMapsScraper    | INFO     | Browser started (undetected-chromedriver)
2026-03-03 05:55:59,130 | GoogleMapsScraper    | INFO     | Searching Google Maps: 'Auto Detailing in Vancouver, British Columbia'
2026-03-03 05:56:15,164 | GoogleMapsScraper    | INFO     | Found 20 listings for 'Auto Detailing'
2026-03-03 05:56:15,164 | GoogleMapsScraper    | INFO     |   [1/20] Extracting: https://www.google.com/maps/place/Tiago%27s+Auto+Spa/data=!4m7!3m6!1s0x548671600…
2026-03-03 05:56:26,488 | GoogleMapsScraper    | INFO     |   [2/20] Extracting: https://www.google.com/maps/place/Kingsway+Auto+Detailing/data=!4m7!3m6!1s0x5486…
2026-03-03 05:56:37,480 | GoogleMapsScraper    | INFO     |   [3/20] Extracting: https://www.google.com/maps/place/Shine+Auto+Wash+Vancouver/data=!4m7!3m6!1s0x54…
2026-03-03 05:56:44,497 | GoogleMapsScraper    | INFO     |   [4/20] Extracting: https://www.google.com/maps/place/Expert+Car+Detailing/data=!4m7!3m6!1s0x5486737…
2026-03-03 05:56:52,230 | GoogleMapsScraper    | INFO     |   [5/20] Extracting: https://www.google.com/maps/place/Pearls+Auto+Spa+Ltd/data=!4m7!3m6!1s0x548673c8…
2026-03-03 05:57:02,298 | GoogleMapsScraper    | INFO     |   [6/20] Extracting: https://www.google.com/maps/place/BC1+Auto+Detailing/data=!4m7!3m6!1s0x548674ee2…
2026-03-03 05:57:18,801 | GoogleMapsScraper    | INFO     |   [7/20] Extracting: https://www.google.com/maps/place/Unique+Detailing/data=!4m7!3m6!1s0x54860ab2e76…
2026-03-03 05:57:26,066 | GoogleMapsScraper    | INFO     |   [8/20] Extracting: https://www.google.com/maps/place/DetailMaster+%28Mobile+Auto-Lab%29/data=!4m7!3…
2026-03-03 05:57:34,518 | GoogleMapsScraper    | INFO     |   [9/20] Extracting: https://www.google.com/maps/place/Surge+Auto+Detailing/data=!4m7!3m6!1s0x5486751…
2026-03-03 05:57:42,129 | GoogleMapsScraper    | INFO     |   [10/20] Extracting: https://www.google.com/maps/place/Livingstar+Auto+Detailing/data=!4m7!3m6!1s0x54…
2026-03-03 05:57:50,201 | GoogleMapsScraper    | INFO     |   [11/20] Extracting: https://www.google.com/maps/place/Sapphire+Shine+Mobile+Detailing/data=!4m7!3m6!…
2026-03-03 05:57:59,435 | GoogleMapsScraper    | INFO     |   [12/20] Extracting: https://www.google.com/maps/place/M+%26+J+Car+Wash/data=!4m7!3m6!1s0x548673c9f78…
2026-03-03 05:58:22,592 | GoogleMapsScraper    | INFO     |   [13/20] Extracting: https://www.google.com/maps/place/Deluxe+Shine+Detailing/data=!4m7!3m6!1s0x8daaf…
2026-03-03 05:58:31,546 | GoogleMapsScraper    | INFO     |   [14/20] Extracting: https://www.google.com/maps/place/CarShine+Auto+Detailing+Downtown+Vancouver/dat…
2026-03-03 05:58:41,214 | GoogleMapsScraper    | INFO     |   [15/20] Extracting: https://www.google.com/maps/place/Ace+Car+Spa+%7C+Car+Detailing/data=!4m7!3m6!1s…
2026-03-03 05:58:54,410 | GoogleMapsScraper    | INFO     |   [16/20] Extracting: https://www.google.com/maps/place/BClean+Mobile+Car+Detailing/data=!4m7!3m6!1s0x…
2026-03-03 05:59:02,873 | GoogleMapsScraper    | INFO     |   [17/20] Extracting: https://www.google.com/maps/place/Shiny+Mobile+Car+Detailing+%26+Mobile+Car+Wash…
2026-03-03 05:59:11,210 | GoogleMapsScraper    | INFO     |   [18/20] Extracting: https://www.google.com/maps/place/Swift+Auto+Lab+-+Mobile+Car+Detailing/data=!4m…
2026-03-03 05:59:18,589 | GoogleMapsScraper    | INFO     |   [19/20] Extracting: https://www.google.com/maps/place/Royal+Mobile+Auto+Detailing+LTD/data=!4m7!3m6!…
2026-03-03 05:59:27,136 | GoogleMapsScraper    | INFO     |   [20/20] Extracting: https://www.google.com/maps/place/Pitstop+Car+Detailing/data=!4m7!3m6!1s0x2fbf29…
